,Date,극동유화,경동인베스트,세원이앤씨,SK이노베이션,이아이디,SK디스커버리,에스아이리소스,흥구석유,한국쉘석유,미창석유,GS,중앙에너비스,S-Oil,total,지수,전일비
631,2010-07-12,273121706034.0,3885829281938.4,3795896290093.5933,591670500234480.0,246885424486040.38,39541800554401.65,203844036470.9976,46287360000.0,10679110000000.0,3601362854408.0,177272506363176.0,42802601499.84,109692116232608.0,1187590602001151.0,69.55379506284018,0.9683770769944999
632,2010-07-13,275144829782.4,3813135806489.6997,3734364972384.6274,589075454180820.0,254070681310430.38,39541800554401.65,218084240288.952,46569600000.0,10469127500000.0,3597298110780.0,181902758395050.0,43665557175.24,109897917576384.0,1196686002633987.0,70.08648674174425,0.5326916789040723
633,2010-07-14,285260448524.4,3804530906806.5,3727039815514.5127,604645730502780.0,252058809399601.2,38248766005735.5,185520977012.9304,46945920000.0,10409132500000.0,3629816059804.0,183225687547014.0,43599175969.439995,112161732357920.0,1212472571616682.5,71.01106107057238,0.924574328828129
634,2010-07-15,282225762901.8,3723322166046.3,3665508497805.546,607240776556440.0,251196578580674.38,38248766005735.5,185520977012.9304,47040000000.0,10559120000000.0,3658269265199.9995,183225687547014.0,48577766404.44,113190739076800.0,1215272132202035.0,71.17502335091672,0.1639622803443359
635,2010-07-16,287283572272.8,3770380211188.8,3596652023226.4653,602050684449120.0,242861680664382.0,38473153779907.5,166002935416.2936,44970240000.0,10589117500000.0,3654204521571.9995,180138852859098.0,47050998671.04,111955931014144.0,1197635964768999.0,70.14212331510949,-1.0329000358072307
636,2010-07-19,290318257895.4,3659233590280.8,3624487619332.903,596860592341800.0,255220322402332.78,39711026334089.7,176857356508.3008,46193280000.0,10409132500000.0,3642010290688.0,183446175739008.0,44262988027.439995,111544328326592.0,1208674941026555.5,70.78864467611373,0.6465213610042468
637,2010-07-20,284248886650.2,3646415875127.6997,3562956301623.936,604645730502780.0,252921040218528.0,39261315836686.65,184325994874.3608,45911040000.0,10349137500000.0,3629816059804.0,185430569466954.0,45988899378.24,112779136389248.0,1216786592971655.0,71.2637209996042,0.4750763234904696
638,2010-07-21,283237324776.0,3642113425286.1,3527795548647.3843,612430868663760.0,254358091583406.0,39148187000541.6,188906759738.87756,45722880000.0,10409132500000.0,3642010290688.0,186092034042936.0,46851855053.64,112161732357920.0,1225976684232753.5,71.80195843858877,0.5382374389845666
639,2010-07-22,278179515405.0,3663536040122.4,3391547630863.245,656546651575980.0,246023193667113.6,38529250723450.5,186616377306.61917,43088640000.0,10289142500000.0,3658269265199.9995,183225687547014.0,46984617465.24,113602341764352.0,1259484489864272.8,73.76441506461208,1.962456626023311
640,2010-07-23,275144829782.4,3659233590280.8,3353456815138.6475,664331789736960.0,244586142302235.6,37798120559273.4,176359447283.8968,44029440000.0,10229147500000.0,3772082086783.9995,189178868730852.0,45391468526.03999,114631348483232.0,1272081114990348.8,74.50216347810253,0.7377484134904506
641,2010-07-26,276156391656.60004,3650718324969.3,3388617568115.199,666926835790620.0,241137219026528.38,37517635841558.4,175761956214.61197,44029440000.0,10229147500000.0,3796470548551.9995,187635451386894.0,45192324908.63999,116689361920992.0,1271512598021009.2,74.4688670603736,-0.0332964177289341
642,2010-07-27,276156391656.60004,3659233590280.8,3521935423151.2925,653951605522320.0,241137219026528.38,37573732785101.4,179745230009.844,44876160000.0,10229147500000.0,3743628881387.9995,183446175739008.0,46254424201.44,116071957889664.0,1253881668563310.0,73.43627379784539,-1.0325932625282093
643,2010-07-28,276156391656.60004,3590842564673.6997,3507285109411.0625,648761513415000.0,241137219026528.38,36954796508010.3,179745230009.844,44782080000.0,10529122500000.0,3650139777943.9995,183225687547014.0,45856136966.64,116277759233440.0,1248180905520654.8,73.10239636255538,-0.333877435290006
644,2010-07-29,276156391656.60004,3530966804378.1,3466264230938.418,651356559468660.0,241424629299504.0,37855152451875.45,171778682419.38,45911040000.0,10529122500000.0,3646075034316.0,186092034042936.0,52706677405.2,115660355202112.0,1254107711826201.2,73.449512507175,0.34711614461961915
645,2010-07-30,274133267908.2,3599357829985.1997,3419383226969.6826,640976375254020.0,239987577934626.0,37404507005413.35,168890808917.8368,45158400000.0,10529122500000.0,3751758368643.9995,182784711163026.0,49108816050.840004,116277759233440.0,1239267843809001.2,72.58038375431298,-0.8691287528620251
646,2010-08-02,273121706034.0,3530966804378.1,3319761093536.1177,669521881844280.0,241424629299504.0,37292313118327.35,160824679482.49197,45158400000.0,10559120000000.0,3763952599527.9995,187194475002906.0,48710528816.04,116895163264768.0,1274030078341560.0,74.6163087039798,2.0359249496668212
647,2010-08-03,269075458537.2,3569419949837.4,3247974556208.991,672116927897940.0,239700167661650.38,37236216174784.35,164907535122.60477,44405760000.0,10679110000000.0,3763952599527.9995,197557420026624.0,45192324908.63999,116071957889664.0,1284466727834805.8,75.2275535039746,0.6112447999948074
648,2010-08-04,272110144159.80002,3492513658918.8,3220138960102.554,695472342380880.0,237113475204870.0,37010893451553.3,189504250808.1624,46851840000.0,10679110000000.0,3747693625015.9995,211668664314240.0,45789755760.840004,118953176702528.0,1321912264288837.2,77.4206317955619,2.193078291587298
649,2010-08-05,277167953530.8,3535269254219.6997,3294855560177.7275,703257480541860.0,237400885477845.6,36111472456747.2,217586331064.54803,46287360000.0,10709107500000.0,3739564137759.9995,208361341434330.0,45656993349.24,121216991484064.0,1328213666484948.8,77.78968695330593,0.36905515774402886
650,2010-08-06,275144829782.4,3513846639383.4,3288995434681.6353,690282250273560.0,233951962202138.38,36561182954150.25,248456702977.596,45911040000.0,10769102500000.0,3731434650503.9995,207038412282366.0,45856136966.64,121216991484064.0,1310969547130574.2,76.77974805551382,-1.0099388977921109
651,2010-08-09,287283572272.8,3505331374071.9,3768060693987.1562,687687204219900.0,233377141656187.2,37798120559273.4,247859211908.3112,44217600000.0,10799100000000.0,3731434650503.9995,207699876858348.0,44993181291.24,121422792827840.0,1310413416405583.8,76.74717706479618,-0.03257099071764458
652,2010-08-10,286272010398.60004,3505331374071.9,3521935423151.2925,687687204219900.0,232802321110236.0,37180119231241.35,211213092992.1768,45252480000.0,10979085000000.0,3731434650503.9995,211007199738258.0,45922518172.44,123275004921824.0,1314278295770749.8,76.97353202824435,0.2263549634481734
653,2010-08-11,275144829782.4,3530966804378.1,3473589387808.5327,682497112112580.0,228491167015602.0,36673376841236.25,198068289467.9112,44688000000.0,10919090000000.0,3739564137759.9995,211227687930252.0,45524230937.63999,122863402234272.0,1303979381814076.8,76.37035400586424,-0.6031780223801064
654,2010-08-12,270087020411.40002,3535269254219.6997,3363712034756.8076,643571421307680.0,222455551283114.38,35830052789973.15,188309268669.5928,44311680000.0,10829097500000.0,3698916701479.9995,196234490874660.0,42669839088.24,117100964608544.0,1237164854162597.2,72.45721764754286,-3.913136358321381
655,2010-08-13,276156391656.60004,3518149089225.0,3381292411245.0845,656546651575980.0,221880730737163.2,36054440564145.15,190599651101.8512,44123520000.0,10679110000000.0,3707046188735.9995,205054018554420.0,43532794763.63999,119570580733856.0,1260946432212292.5,73.85003685910634,1.3928192115634772
656,2010-08-16,274133267908.2,3522451539066.6,3527795548647.3843,656546651575980.0,229928218380480.0,34985793789651.0,183230594580.67197,44688000000.0,10769102500000.0,3755823112271.9995,205494994938408.0,43068126323.03999,118541574014976.0,1267617525388292.8,74.24074376334318,0.3907069042368363
657,2010-08-17,278179515405.0,3522451539066.6,3624487619332.903,674711973951600.0,229640808107504.38,35548633123199.1,210715183767.7728,44688000000.0,10739105000000.0,3763952599527.9995,211889152506234.0,42802601499.84,119776382077632.0,1293793331824769.5,75.77378610421337,1.533042340870196
658,2010-08-18,278179515405.0,3522451539066.6,3542445862387.6143,685092158166240.0,229353397834528.78,36617279897693.25,242183046750.1056,44311680000.0,10769102500000.0,3763952599527.9995,214314522618168.0,46519949024.64,121628594171616.0,1309215099380408.2,76.67699505371516,0.9032089495017885
659,2010-08-19,283237324776.0,3522451539066.6,3542445862387.6143,695472342380880.0,229065987561553.2,35998343620602.15,246166320545.3376,44593920000.0,10829097500000.0,3731434650503.9995,214535010810162.0,45258706114.439995,121834395515392.0,1319150765711983.5,77.25889869851889,0.5819036448037309
660,2010-08-20,284248886650.2,3501028924230.3,3658183340935.431,677307020005260.0,232802321110236.0,35492536179656.1,233619008090.35678,44593920000.0,10799100000000.0,3727369906875.9995,207258900474360.0,46121661789.840004,119364779390080.0,1294519822808164.2,75.81633460947174,-1.4425640890471527
661,2010-08-23,289306696021.2,3530966804378.1,4062532000165.7793,664331789736960.0,233377141656187.2,34929696846108.0,217586331064.54803,44593920000.0,10859095000000.0,3678592983339.9995,208140853242336.0,45856136966.64,121834395515392.0,1285342406868919.5,75.27883952794359,-0.5374950815281494
662,2010-08-24,289306696021.2,3539571704061.3,4453695377029.92,664331789736960.0,229640808107504.38,35942246677059.15,246763811614.62244,44499840000.0,11069077500000.0,3646075034316.0,201746695674510.0,44462131644.84,121628594171616.0,1276623586462337.2,74.76820307904674,-0.5106364488968467
663,2010-08-25,280202639153.4,3539571704061.3,4289611863139.344,635786283146700.0,226191884831797.2,35548633123199.1,239295173248.56244,44499840000.0,11129072500000.0,3633880803432.0,196675467258648.0,44262988027.439995,120393786108960.0,1237796451980366.5,72.49420853068494,-2.2739945483617987
664,2010-08-26,276156391656.60004,3501028924230.3,3781245976353.3633,625406098932060.0,221305910191212.0,34985793789651.0,234714408384.0456,44123520000.0,11369052500000.0,3646075034316.0,195352538106684.0,45125943702.84,119158978046304.0,1219106841764554.0,71.39961135505511,-1.0945971756298292
665,2010-08-27,273121706034.0,3548086969372.8,3980490243220.491,640976375254020.0,219294038280382.78,34761406015479.0,235909390522.61523,44029440000.0,11939005000000.0,3690787214223.9995,206817924090372.0,43864700792.63999,118747375358752.0,1244352413663172.2,72.87817251167075,1.4785611566156405
666,2010-08-30,278179515405.0,3565207134367.5,4021511121693.1353,664331789736960.0,219868858826334.0,34761406015479.0,231328625658.0984,44593920000.0,11699025000000.0,3735499394131.9995,210786711546264.0,45125943702.84,120805388796512.0,1274174625576507.5,74.62477442334428,1.7466019116735225
667,2010-08-31,277167953530.8,3565207134367.5,3946794521617.962,661736743683300.0,218431807461456.0,35155019569339.05,232424025951.7872,43464960000.0,11879010000000.0,3682657726967.9995,216960380922096.0,45856136966.64,118953176702528.0,1274909710798121.8,74.6678262686281,0.043051845283827106
668,2010-09-01,279191077279.2,3565207134367.5,4151898913981.182,692877296327220.0,218431807461456.0,36279763287376.2,232424025951.7872,43088640000.0,11819015000000.0,3739564137759.9995,227102837753820.0,46055280584.04,128831641203776.02,1327399790243572.0,77.74202054267263,3.0741942740445296
669,2010-09-02,280202639153.4,3518149089225.0,4110878035508.5386,687687204219900.0,221593320464187.6,36223666343833.2,233619008090.35678,43276800000.0,11879010000000.0,3759887855899.9995,231071625209712.0,46188042995.64,131712860016640.02,1332159887725146.0,78.02080587842272,0.27878533575008646
670,2010-09-03,283237324776.0,3513846639383.4,3939469364747.847,685092158166240.0,223605192375016.78,37180119231241.35,237004790816.304,43276800000.0,11909007500000.0,3743628881387.9995,224456979449892.0,49307959668.24,130272250610208.02,1324325479093377.8,77.56196690521567,-0.458838973207051
671,2010-09-06,281214201027.60004,3496816108760.4,4042021560929.457,674711973951600.0,224754833466919.2,36842602620924.3,224955387585.7272,43464960000.0,11909007500000.0,3776146830411.9995,224897955833880.0,46918236259.44,130889654641536.02,1315917565299834.2,77.0695393700729,-0.4924275351427667
672,2010-09-07,280202639153.4,3505331374071.9,3926284082381.64,659141697629640.0,224180012920968.0,36111472456747.2,225552878655.012,43559040000.0,11969002500000.0,3828988497575.9995,224897955833880.0,47050998671.04,132536065391744.02,1300693176243488.2,76.17789031643632,-0.8916490536365842
673,2010-09-08,276156391656.60004,3483998393607.3,3939469364747.847,666926835790620.0,221880730737163.2,36673376841236.25,219876713496.8064,42994560000.0,12268977500000.0,3804600035807.9995,224016003065904.0,46586330230.44,133153469423072.02,1306733075147542.5,76.53162997205919,0.35373965562287424
674,2010-09-09,276156391656.60004,3475393493924.1,4172409353217.5044,677307020005260.0,221305910191212.0,37066990395096.3,214698457563.0048,43276800000.0,12298975000000.0,3796470548551.9995,226220884985844.0,46519949024.64,133565072110624.02,1319789777681974.2,77.29632380741464,0.7646938353554447
675,2010-09-10,279191077279.2,3475393493924.1,4131388474744.8604,716232710810160.0,221018499918236.38,36617279897693.25,204939436764.68637,43747200000.0,12448962500000.0,3776146830411.9995,241214082041436.0,46652711436.24,141179721830336.0,1380668716222422.8,80.86182963724393,3.5655058298292914
676,2010-09-13,280202639153.4,3458273328929.4,4138713631614.975,724017848971140.0,223030371829065.6,36391957174462.2,216391348925.9784,43464960000.0,12448962500000.0,3946866062787.9995,245182869497328.0,48245860375.44,143443536611872.0,1396647704415655.0,81.79767341053656,0.9358437732926319
677,2010-09-14,278179515405.0,3471091044082.5,3952654647114.054,742183171346760.0,222742961556090.0,35660827010285.1,214698457563.0048,43747200000.0,12088992500000.0,3894024395623.9995,245623845881316.0,46719092642.04,142002927205440.0,1412203839852321.5,82.70875190367089,0.9110784931343261
678,2010-09-15,278179515405.0,3471091044082.5,3905773643145.3184,744778217400420.0,223317782102041.2,35492536179656.1,224955387585.7272,42618240000.0,12148987500000.0,3894024395623.9995,241214082041436.0,47382904700.04,142002927205440.0,1410818557559536.0,82.62761987001028,-0.08113203366060873
679,2010-09-16,280202639153.4,3471091044082.5,3850102450932.4443,729207941078460.0,223892602647992.38,35436439236113.1,217586331064.54803,42900480000.0,12058995000000.0,3910283370135.9995,239891152889472.0,47648429523.24,139944913767680.02,1392251859364609.8,81.54022130095166,-1.087398569058621
680,2010-09-17,287283572272.8,3454060513459.5,3918958925511.5254,752563355561400.0,223605192375016.78,36391957174462.2,227843261087.2704,43088640000.0,11969002500000.0,3918412857391.9995,241214082041436.0,46851855053.64,140356516455232.02,1417996605732323.8,83.04801768279188,1.5077963818402225
681,2010-09-20,285260448524.4,3479695943765.6997,3905773643145.3184,768133631883360.0,225042243739894.78,36167569400290.2,229536152450.244,43276800000.0,11969002500000.0,3898089139251.9995,249151656953220.0,46918236259.44,140150715111456.02,1442503369951618.0,84.48330898039048,1.4352912975985959
682,2010-09-24,295376067266.4,3449758063617.9,3870612890168.766,768133631883360.0,226766705377748.38,35660827010285.1,230731134588.81363,43182720000.0,12148987500000.0,3885894908367.9995,246505798649292.0,47382904700.04,140973920486560.0,1442012809595955.5,84.45457825922595,-0.028730721164521356
683,2010-09-27,298410752889.0,3488211209077.1997,3987815400090.606,760348493722380.0,238263116296772.38,35436439236113.1,228440752156.55524,43276800000.0,12148987500000.0,3881830164739.9995,249151656953220.0,45988899378.24,143237735268096.0,1450560402954913.0,84.95518642820913,0.5006081689831774
684,2010-09-28,294364505392.2,3488211209077.1997,3932144207877.732,778513816098000.0,239412757388674.78,36673376841236.25,239892664317.8472,43182720000.0,12088992500000.0,3881830164739.9995,255325326329052.0,46453567818.840004,144266741986976.0,1478207090183162.8,86.57437406273561,1.619187634526483
685,2010-09-29,292341381643.8,3483998393607.3,3946794521617.962,786298954258980.0,238837936842723.6,37292313118327.35,232424025951.7872,43276800000.0,12058995000000.0,3894024395623.9995,247828727801256.0,46121661789.840004,144884146018304.0,1479140054219825.5,86.62901510595177,0.05464104321615082
686,2010-09-30,306503247882.60004,3496816108760.4,3877938047038.881,755158401615060.0,237400885477845.6,37348410061870.35,231328625658.0984,43653120000.0,11999000000000.0,3898089139251.9995,243418963961376.0,45988899378.24,145089947362080.0,1442315925666202.2,84.47233090310397,-2.1566842028477993
687,2010-10-01,313584181002.0,3556602234684.3,3850102450932.4443,747373263454080.0,236538654658918.78,38248766005735.5,229536152450.244,43370880000.0,12058995000000.0,3914348113763.9995,242537011193400.0,45988899378.24,143649337955648.0,1432359561179993.5,83.88921502640554,-0.5831158766984288
688,2010-10-04,309537933505.2,3599357829985.1997,3864752764672.6743,770728677937020.0,239412757388674.78,37742023615730.4,230731134588.81363,43370880000.0,11999000000000.0,3918412857391.9995,252238491641136.0,45723374555.03999,144884146018304.0,1469016983375564.0,86.03613571323685,2.146920686831308
689,2010-10-05,304480124134.2,3599357829985.1997,3877938047038.881,742183171346760.0,238550526569748.0,37348410061870.35,231826534882.5024,43182720000.0,11969002500000.0,3934671831903.9995,242537011193400.0,45059562497.03999,144884146018304.0,1429508784340524.0,83.72225315610424,-2.313882557132601
690,2010-10-06,313584181002.0,3654931140439.1997,4034696404059.342,781108862151660.0,242861680664382.0,38360959892821.5,243278447043.7944,44123520000.0,12058995000000.0,4036290422603.9995,255325326329052.0,44727656468.03999,145501550049632.0,1487589005859163.8,87.1238461107005,3.4015929545962535
691,2010-10-07,307514809756.8,3663536040122.4,4062532000165.7793,801869230580940.0,242286860118430.78,37573732785101.4,242680955974.5096,44405760000.0,12088992500000.0,4089132089767.9995,257089231865004.0,43864700792.63999,147147960799840.0,1510509675005896.2,88.46624434275846,1.3423982320579597
692,2010-10-08,306503247882.60004,3667748855592.3,4179734510087.619,794084092419960.0,241999449845455.2,36673376841236.25,238100191109.9928,44029440000.0,12088992500000.0,4056614140743.9995,257089231865004.0,43532794763.63999,147147960799840.0,1501619367451675.8,87.94556438063185,-0.5206799621266072
693,2010-10-11,312572619127.8,3654931140439.1997,4069857157035.8945,783703908205320.0,244298732029260.0,36673376841236.25,235909390522.61523,43653120000.0,12418965000000.0,4064743627999.9995,250033609721196.0,44196606821.63999,147559563487392.0,1487114018946351.5,87.09602748167497,-0.8495368989568846
694,2010-10-12,312572619127.8,3684869020587.0,4206105074820.0337,770728677937020.0,241137219026528.38,35773955846430.15,237004790816.304,42524160000.0,12418965000000.0,4036290422603.9995,246946775033280.0,45258706114.439995,142208728549216.0,1461778946186544.0,85.61222451483734,-1.4838029668376294
695,2010-10-13,327746047240.8,3693384285898.5,4179734510087.619,783703908205320.0,241137219026528.38,35604730066742.1,234116917314.76083,43088640000.0,12508957500000.0,4105391064279.9995,246064822265304.0,44727656468.03999,144266741986976.0,1475914568172160.0,86.44010758583553,0.8278830709981975
696,2010-10-14,328757609115.0,3663536040122.4,4056671874669.687,783703908205320.0,242861680664382.0,35998343620602.15,233619008090.35678,44029440000.0,12598950000000.0,4235462860375.9995,255766302713040.0,45590612143.439995,145913152737184.0,1489450005385045.0,87.23283954616308,0.7927319603275436
697,2010-10-15,327746047240.8,3676353755275.5,4226615514056.3555,799274184527280.0,243149090937357.6,35773955846430.15,237004790816.304,43370880000.0,12958920000000.0,4300498758423.9995,257530208248992.0,46851855053.64,147147960799840.0,1508692761960766.2,88.35983292675783,1.1269933805947545
698,2010-10-18,330780732863.4,3637810975444.5,4330632741611.9883,773323723990680.0,252346219672576.78,35716923953828.1,232424025951.7872,44688000000.0,12988917500000.0,4365534656471.9995,251356538873160.0,46851855053.64,142002927205440.0,1480723974183082.2,86.72178078154288,-1.6380521452149566
699,2010-10-19,327746047240.8,3646415875127.6997,4220755388560.2637,765538585829700.0,250046937488772.0,35716923953828.1,230133643519.5288,45064320000.0,13138905000000.0,4276110296655.9995,242096034809412.0,46851855053.64,140973920486560.0,1460304384994430.2,85.525863670628,-1.195917110914877
700,2010-10-20,311561057253.60004,3646415875127.6997,4330632741611.9883,757753447668720.0,248897296396869.6,35886149733516.15,229536152450.244,44970240000.0,13078910000000.0,4381793630983.9995,239009200121496.0,45856136966.64,140356516455232.02,1447972286210228.0,84.80360781066601,-0.7222558599619902
701,2010-10-21,310549495379.4,3633598159974.6,4267636392528.9995,762943539776040.0,246310603940089.2,35323310399968.05,227843261087.2704,44876160000.0,13198900000000.0,4381793630983.9995,243859940345364.0,44462131644.84,142002927205440.0,1456549980898500.2,85.30597892867114,0.5023711180051293
702,2010-10-22,321676675995.60004,3646415875127.6997,4110878035508.5386,799274184527280.0,247172834759016.0,35436439236113.1,223859987292.0384,44782080000.0,13798850000000.0,4446829529032.0,252238491641136.0,45059562497.03999,143031933924320.0,1503792235833318.0,88.07282308566084,2.7668441569897055
703,2010-10-25,323699799744.0,3654931140439.1997,4200244949323.941,827819691117540.0,246023193667113.6,35604730066742.1,224457478361.3232,45064320000.0,14098825000000.0,4519994914336.0,254443373561076.0,44462131644.84,144472543330752.0,1535475211477073.0,89.92840462292915,1.855581537268307
704,2010-10-26,321676675995.60004,3654931140439.1997,4144573757111.067,827819691117540.0,246598014213064.78,35492536179656.1,219279222427.5216,44688000000.0,14098825000000.0,4528124401592.0,262380948472860.0,45192324908.63999,145501550049632.0,1544850030555227.0,90.47746104339458,0.5490564204654333
705,2010-10-27,319653552247.2,3693384285898.5,4110878035508.5386,825224645063880.0,248609886123894.0,36054440564145.15,210715183767.7728,45252480000.0,13798850000000.0,4528124401592.0,260617042936908.0,47117379876.840004,145707351393408.0,1542967341401125.8,90.3671973082566,-0.11026373513797694
706,2010-10-28,314595742876.2,3676353755275.5,4179734510087.619,801869230580940.0,247460245031991.6,36505086010607.25,242183046750.1056,44123520000.0,13528872500000.0,4519994914336.0,265908759544764.0,46519949024.64,145089947362080.0,1523385646468733.2,89.22035327461768,-1.1468440336389278
707,2010-10-29,309537933505.2,3736139881199.4,3959979803984.1694,783703908205320.0,243436501210333.2,35267213456425.05,246166320545.3376,43653120000.0,13828847500000.0,4585030812384.0,260176066552920.0,44993181291.24,142826132580544.0,1492164170558451.8,87.39180046074065,-1.8285528138770246
708,2010-11-01,313584181002.0,3855891401790.6,3857427607802.5596,822629599010220.0,244298732029260.0,34985793789651.0,245568829476.0528,43653120000.0,14038830000000.0,4650066710432.0,268554617848692.0,44794037673.84,146942159456064.0,1544460718022063.8,90.45466011847869,3.0628596577380307
709,2010-11-02,310549495379.4,3847286502107.4,3809081572459.8003,861555289815120.0,241137219026528.38,34873599902565.0,272455927593.8688,44217600000.0,14038830000000.0,4698843633968.0,283106838520296.0,44329369233.24,151675590362912.0,1599414131728163.0,93.6731248558022,3.218464737323515
710,2010-11-03,314595742876.2,3872921932413.6,3864752764672.6743,866745381922440.0,237688295750821.2,34985793789651.0,269667635937.2064,44499840000.0,14398800000000.0,4763879532016.0,291926366200056.0,45125943702.84,154968411863328.0,1613888492917914.8,94.52084691604847,0.8477220602462694
711,2010-11-04,314595742876.2,3808833356648.1,3891123329405.0884,851175105600480.0,238550526569748.0,35211116512882.05,251842485703.5432,44876160000.0,14338805000000.0,4820785942808.0,290603437048092.0,44594894056.439995,154968411863328.0,1598024054506027.5,93.59171199680263,-0.9291349192458398
712,2010-11-05,314595742876.2,3791713191653.4,3809081572459.8003,874530520083420.0,238837936842723.6,34929696846108.0,287990695395.2736,45064320000.0,14278810000000.0,4853303891832.0,287957578744164.0,44462131644.84,154762610519552.0,1618443364581829.0,94.78761276087377,1.1959007640711405
713,2010-11-08,308526371631.0,3808833356648.1,3713854533148.305,879720612190740.0,241137219026528.38,34985793789651.0,309102046510.00323,45816960000.0,14398800000000.0,4942728251648.0,286634649592200.0,44794037673.84,155791617238432.0,1625842347394810.5,95.2209500855212,0.43333732464742525
714,2010-11-09,311561057253.60004,3838771236795.9,3719714658644.3975,892695842459040.0,242574270391406.38,36448054118005.2,286198222187.4192,46005120000.0,14368802500000.0,5080929535000.0,295895153655948.0,45059562497.03999,157849630676192.0,1653159993192970.0,96.82086670177158,1.5999166162503826
715,2010-11-10,309537933505.2,3860104217260.5,3885263203908.996,923836395102960.0,246598014213064.78,35660827010285.1,304521281645.4864,47322240000.0,14338805000000.0,5259778254632.0,308242492407612.0,45789755760.840004,159084438738848.0,1701473289359482.8,99.65043868955384,2.829571987782259
716,2010-11-11,308526371631.0,3949917857703.9,3678693780171.753,903076026673680.0,248035065577942.78,34873599902565.0,304023372421.0824,47886720000.0,14278810000000.0,5243519280120.0,299422964727852.0,46453567818.840004,152910398425568.0,1666175886257474.2,97.58317044284438,-2.0672682467094603
717,2010-11-12,293352943518.0,3864406667102.1,3596652023226.4653,892695842459040.0,244298732029260.0,34142469738387.9,285102821893.73035,45064320000.0,14218815000000.0,5194742356584.0,289721484280116.0,44661275262.24,153322001113120.0,1641723327027510.5,96.15105377690159,-1.432116665942786
718,2010-11-15,300433876637.4,3808833356648.1,3486774670174.74,874530520083420.0,241999449845455.2,33635727348382.8,242680955974.5096,44499840000.0,13738855000000.0,5089059022256.0,285311720440236.0,44262988027.439995,151263987675360.0,1613496805102572.2,94.49790687762864,-1.6531468992729543
719,2010-11-16,297399191014.8,3689171470428.6,3384222473993.1304,890100796405380.0,238263116296772.38,33467436517753.8,258713633000.3184,44405760000.0,13288892500000.0,5105317996768.0,290603437048092.0,44462131644.84,151881391706688.0,1630428763131535.8,95.48956337674093,0.9916564991122954
720,2010-11-17,297399191014.8,3719109350576.4,3391547630863.245,861555289815120.0,237400885477845.6,33748856184527.848,265584780297.09363,44405760000.0,13618865000000.0,5194742356584.0,295895153655948.0,44661275262.24,149617576925152.0,1604794077403191.2,93.9882129327031,-1.5013504440378256
721,2010-11-18,298410752889.0,3748957596352.5,3412058070099.5674,897885934566360.0,240562398480577.2,33748856184527.848,263294397864.83524,43088640000.0,13798850000000.0,5365461588960.0,298100035575888.0,45988899378.24,154556809175776.0,1651830143928673.0,96.74298122251844,2.754768289815331
722,2010-11-19,298410752889.0,3727624615887.9,3460404105442.326,900480980620020.0,241424629299504.0,33579630404839.8,272455927593.8688,43841280000.0,13978835000000.0,5389850050728.0,291926366200056.0,45590612143.439995,158261233363744.0,1652889852232848.2,96.8050453160628,0.062064093544364596
723,2010-11-22,297399191014.8,3714806900734.8,3460404105442.326,874530520083420.0,238837936842723.6,33186016850979.75,313184902150.116,43276800000.0,13768852500000.0,5373591076216.0,280460980216368.0,46453567818.840004,158467034707520.0,1612500457744388.0,94.43955365401287,-2.3654916620499336
724,2010-11-23,293352943518.0,3710504450893.1997,3460404105442.326,848580059546820.0,239987577934626.0,32624112466490.7,286795713256.704,44688000000.0,13498875000000.0,5438626974264.0,283547814904284.0,45457849731.84,158261233363744.0,1589779503253070.8,93.10885213982249,-1.3307015141903804
725,2010-11-24,283237324776.0,3701989185581.6997,3327086250406.233,851175105600480.0,234526782748089.6,31779853466168.55,286198222187.4192,42900480000.0,13618865000000.0,5389850050728.0,276492192760476.0,45856136966.64,157438027988640.0,1578107945214500.2,92.42528226775475,-0.6835698720677357
726,2010-11-25,287283572272.8,3761864945877.3,3527795548647.3843,866745381922440.0,235101603294040.78,31835950409711.55,297650134348.7112,44688000000.0,13558870000000.0,5422367999752.0,278697074680416.0,46387186613.04,163612068301920.0,1602938985996039.5,93.8795655189071,1.4542832511523471
727,2010-11-26,279191077279.2,3710504450893.1997,3330016313154.2793,843389967439500.0,233089731383211.6,31611562635539.55,277634183527.67035,44123520000.0,13258895000000.0,5511792359568.0,274728287224524.0,44794037673.84,163817869645696.0,1573094369270567.2,92.13165142127558,-1.7479140976315222
728,2010-11-29,281214201027.60004,3663536040122.4,3274345120941.4053,830414737171200.0,229065987561553.2,31160917189077.45,302230899213.228,43464960000.0,13318890000000.0,5519921846824.0,268995594232680.0,44130225615.84,162171458895488.0,1548256428343743.0,90.67696404829013,-1.4546873729854468
729,2010-11-30,285260448524.4,3667748855592.3,3391547630863.245,858960243761460.0,229928218380480.0,31160917189077.45,282812439461.472,44217600000.0,13438880000000.0,5438626974264.0,277374145528452.0,45457849731.84,165052677708352.0,1589070754366258.8,93.06734273856816,2.390378690278027
730,2010-12-01,285260448524.4,3719109350576.4,3378362348497.0376,895290888512700.0,228491167015602.0,32286595856173.65,292571460259.7904,44311680000.0,13498875000000.0,5471144923288.0,297659059191900.0,45125943702.84,178223963710016.0,1658686435441240.2,97.14453466522221,4.077191926654052
